epoch,lr,head_lr,train_loss,train_accuracy,train_macro_f1,train_mae,train_classification_loss,train_regression_loss,train_rmse,train_pearson,valid_loss,valid_accuracy,valid_macro_f1,valid_mae,valid_classification_loss,valid_regression_loss,valid_rmse,valid_pearson
14,1.5e-05,7.500000000000001e-05,0.01188724759457268,0.9976435935198822,0.9972027144164027,0.14675695570034902,0.005421232098894569,0.043106769971187404,0.2136015773973896,0.983650832844293,2.488907135318924,0.6181318681318682,0.596989649512362,0.5677581826214689,2.4326755633720984,0.3748771463121687,0.7717686472650714,0.6779235704175424
15,1.5e-05,7.500000000000001e-05,0.009926071344162932,0.9976435935198822,0.9975827336874475,0.12829933152952408,0.004825600818285118,0.03400313683918544,0.18736948970705947,0.9874871434282522,2.543093179379191,0.6332417582417582,0.6025153829313247,0.5700014328230991,2.4869107597476834,0.37454946421004914,0.773346020503535,0.6782680133550504
16,1.5e-05,7.500000000000001e-05,0.008093774427093334,0.9994108983799705,0.9993611052563303,0.13523582451330807,0.0025912786236606178,0.03668330535621812,0.193908311462397,0.9883177210539174,2.71951848582907,0.6346153846153846,0.6159730889039555,0.5696910063270479,2.663039647615873,0.3765255880879832,0.7784926997747824,0.6782033270472653
17,1.5e-05,7.500000000000001e-05,0.008247706801966601,0.9994108983799705,0.9992885518345269,0.15562498214186907,0.001330920683963441,0.046111907453354396,0.2172798264701136,0.9913165479132822,2.7864171696560724,0.6277472527472527,0.595035641793575,0.5831395330311792,2.7286747104519016,0.38494972802780486,0.7881639976781284,0.6778301444445466
18,1.5e-05,7.500000000000001e-05,0.004688072827746146,0.9991163475699558,0.9991359576933109,0.10584028613683664,0.0012010868083595111,0.023246573462577563,0.15392347425229502,0.9916399244675389,2.8058932018312777,0.635989010989011,0.6066536154762501,0.5633279416827833,2.750415938241141,0.36984842393424483,0.7680759308032524,0.6825822792041214
19,1.5e-05,7.500000000000001e-05,0.008536329613257863,0.9994108983799705,0.9994082237498021,0.1523813308656918,0.00183212021550929,0.04469472931832382,0.21439680807568498,0.9897161828216274,2.945496775848525,0.6387362637362637,0.6081704119155672,0.5835572766078697,2.887347480752966,0.3876619673037267,0.7915598179372516,0.6727115207404226
20,1.5e-05,7.500000000000001e-05,0.008584868485308273,0.9997054491899853,0.9997277859474684,0.13234151025715563,0.0032091828101535433,0.03583790450103153,0.19173356284082663,0.9916416911172974,2.8704836515279912,0.635989010989011,0.5959255101046145,0.5798988665331278,2.8128746263273467,0.38406016800429793,0.7837766011416261,0.6788561258725031
21,1.5e-05,7.500000000000001e-05,0.007814554141346427,0.9991163475699558,0.9990884911539893,0.1340854428365651,0.002180715107857229,0.03755892688992799,0.1953026803405022,0.9932629161611222,2.878341313312342,0.646978021978022,0.6149545710778092,0.5786312045516692,2.8209554913279775,0.38257214656242955,0.7843425848282909,0.681851749889067
22,1.5e-05,7.500000000000001e-05,0.005721223282295832,0.9997054491899853,0.9996804377844414,0.09970262293430904,0.0025894856322844773,0.020878251000075697,0.14517358417948614,0.9922030801526753,2.922839365686689,0.6346153846153846,0.5983826922706788,0.5724106833778813,2.866290406866388,0.37699305880200734,0.7737839758904362,0.6741129547850273
23,1.5e-05,7.500000000000001e-05,0.006112928351074311,0.9997054491899853,0.9996804377844414,0.12165056627781427,0.0014484903015198382,0.03109625366369649,0.17769252254819212,0.9937718675791702,3.110268173080224,0.6387362637362637,0.606563222303296,0.5774350518688232,3.05283998133062,0.38285461166402796,0.7843085871515421,0.6768551587918838
24,1.5e-05,7.500000000000001e-05,0.005224320990923622,0.9997054491899853,0.9996804377844414,0.11680360956718276,0.001061774799202477,0.027750307944807633,0.16691541520347708,0.9948026668033634,3.125237953744747,0.6428571428571429,0.6113742699424675,0.5726320679673086,3.068502672425993,0.37823520879169087,0.7749090600382198,0.6839962817939951
25,1.5e-05,7.500000000000001e-05,0.005135448786906867,0.9997054491899853,0.9996804377844414,0.10417821184815688,0.0017440331441980193,0.022609437618058982,0.15129751305339012,0.994060516720177,3.066987644921947,0.6428571428571429,0.6112289102162961,0.5628801002730053,3.011415727845915,0.37047944717354825,0.7676459417729679,0.6856179839473289
26,1.5e-05,7.500000000000001e-05,0.005684355052007329,0.9994108983799705,0.9992885518345269,0.09686570239221795,0.0027455006240622248,0.019592362852967365,0.14047837964810123,0.9936723143299626,3.3818063939665697,0.6236263736263736,0.5928771251255306,0.5711540384243683,3.3250077478178253,0.37865764099163013,0.7829065627386529,0.6718969726055934
27,1.5e-05,7.500000000000001e-05,0.0039051814736836637,1.0,1.0,0.10243563151648144,0.0004782100284806609,0.022846476301353353,0.1519142897663206,0.9943764840068287,3.4084644903520958,0.6263736263736264,0.5969004919301829,0.5713531891994464,3.3518629178896053,0.3773438164166042,0.778488161010761,0.679584186717025
28,1.5e-05,7.500000000000001e-05,0.010000923139428745,0.9988217967599411,0.9987222105126604,0.12048306866564043,0.005948524577348542,0.027015990413868023,0.16476098178975918,0.9944906366829513,3.385053778349698,0.6332417582417582,0.6123557159875558,0.5659783533237015,3.328976707144098,0.3738471413706685,0.7734626818302415,0.6862651330374104
29,1.5e-05,7.500000000000001e-05,0.004344505330883563,1.0,1.0,0.11837374198117427,5.694226709771243e-05,0.028583753758572337,0.17049662923722025,0.9936058027675929,3.4458433149935126,0.635989010989011,0.5940556478199431,0.5745726443921819,3.3887796192378787,0.3804246383708912,0.7808978554853135,0.68399689368175
30,1.5e-05,7.500000000000001e-05,0.00613028524260826,0.9994108983799705,0.9993611052563303,0.11316400357797764,0.0020058342653804353,0.0274963398481855,0.16633100718757932,0.9940854200440168,3.342733483655112,0.6346153846153846,0.5935365863644552,0.5710155287486307,3.2864978182446825,0.37490443606953044,0.7729485468239352,0.6853032050501154
